Node	RCore
P01350	0
P04403	0
P04404	0
P05736	0
P04405	0
P05735	0
P04406	0
P05738	0
P04407	0
P04408	0
P04409	0
P00019	0
P00017	0
P01349	0
P00018	0
P01348	0
P00015	0
P00499	0
P01347	0
P00016	0
P01346	0
P00013	0
P00497	0
P01345	0
P00014	0
P00498	0
P01344	0
P00011	0
P05741	0
P01343	0
P00495	0
P00012	0
P01342	0
P04410	0
P00496	0
P00053	0
P01385	0
P00054	0
P01384	0
P00051	0
P01383	0
P00052	0
P01381	0
P00050	0
P01380	0
P00048	0
P00049	0
P01379	0
P00046	0
P01378	0
P00047	0
P01377	0
P00044	0
P01376	0
P00045	0
P01375	0
P00042	0
P01374	0
P00043	0
P01373	0
P00040	0
P01372	0
P00041	0
P01371	0
P01370	0
P00039	0
P00037	0
P01369	0
P00038	0
P01368	0
P00035	0
P01367	0
P00036	0
P01366	0
P00033	0
P01365	0
P00034	0
P01364	0
P00075	0
P04433	0
P06612	0
P03102	0
P03103	0
P00076	0
P04434	0
P06611	0
P00073	0
P04435	0
P06614	0
P04436	0
P00074	0
P06613	0
P05769	0
P04437	0
P00071	0
P03106	0
P00072	0
P04438	0
P04439	0
P00070	0
P05770	0
P00068	0
P05772	0
P04440	0
P04441	0
P00069	0
P01399	0
P04442	0
P05774	0
P01398	0
P00066	0
P04443	0
P05773	0
P01397	0
P00067	0
P03112	0
P05776	0
P04444	0
P03113	0
P01396	0
P00064	0
P01395	0
P04445	0
P03114	0
P00065	0
P05775	0
P04446	0
P05778	0
P00062	0
P03115	0
P01394	0
P04447	0
P00063	0
P05777	0
P03116	0
P00060	0
P04448	0
P01392	0
P03117	0
P00061	0
P01391	0
P03118	0
P05779	0
P04449	0
P01390	0
P03119	0
P00059	0
P04450	0
P05780	0
P00057	0
P03120	0
P04451	0
P01389	0
P01388	0
P00058	0
P03121	0
P04452	0
P00055	0
P01387	0
P03122	0
P04453	0
P00056	0
P01386	0
P03123	0
P04454	0
P04411	0
P05743	0
P00097	0
P04412	0
P00098	0
P05742	0
P05745	0
P04413	0
P00095	0
P05744	0
P04414	0
P00096	0
P04415	0
P00093	0
P05746	0
P00094	0
P04416	0
P00091	0
P04417	0
P05748	0
P04418	0
P00092	0
P00090	0
P05750	0
P05752	0
P04420	0
P00088	0
P05751	0
P00089	0
P04421	0
P05754	0
P06601	0
P04422	0
P00086	0
P04423	0
P06600	0
P05753	0
P00087	0
P06603	0
P00084	0
P05756	0
P04424	0
P05755	0
P06602	0
P00085	0
P04425	0
P05758	0
P00082	0
P06605	0
P04426	0
P05757	0
P00083	0
P06604	0
P04427	0
P04428	0
P00080	0
P06607	0
P04429	0
P06606	0
P00081	0
P06609	0
P06608	0
P00079	0
P04430	0
P05760	0
P00077	0
P03100	0
P06610	0
P04431	0
P00078	0
P04432	0
P03101	0
P07071	0
P00428	0
P07073	0
P00429	0
P07072	0
P00426	0
P07075	0
P07074	0
P00427	0
P07077	0
P00424	0
P00425	0
P07076	0
P07079	0
P00422	0
P07078	0
P00423	0
P00420	0
P00421	0
P07080	0
P00419	0
P00417	0
P07084	0
P00418	0
P07083	0
P00899	0
P00415	0
P07086	0
P00416	0
P07085	0
P00897	0
P00413	0
P07088	0
P00898	0
P00414	0
P00895	0
P00411	0
P00896	0
P07089	0
P00412	0
P00893	0
P00894	0
P00410	0
P00891	0
P00892	0
P00450	0
P00448	0
P07053	0
P00449	0
P00446	0
P07055	0
P07054	0
P00447	0
P00444	0
P07057	0
P00445	0
P07059	0
P00442	0
P00443	0
P00440	0
P00441	0
P07060	0
P00439	0
P07062	0
P07061	0
P00437	0
P00438	0
P07063	0
P00435	0
P00436	0
P07065	0
P00433	0
P07068	0
P00434	0
P07067	0
P00431	0
P00432	0
P07069	0
P00430	0
P00471	0
G06992	0
P00472	0
G06991	0
G06994	0
P00470	0
G06993	0
G06990	0
G06999	0
G06996	0
G06995	0
G06998	0
G06997	0
P01319	0
P01318	0
P01317	0
P01316	0
P00468	0
P01315	0
P00469	0
P01314	0
P00466	0
P00467	0
P01313	0
P01312	0
P00464	0
P01311	0
P00465	0
P00462	0
P01310	0
P00463	0
P00460	0
G06981	0
P00461	0
G06980	0
G06983	0
G06982	0
G06989	0
G06988	0
G06985	0
G06984	0
G06987	0
G06986	0
P01309	0
P01308	0
P01307	0
P01306	0
P01305	0
P00457	0
P01304	0
P00458	0
P00455	0
P01303	0
P00456	0
P01302	0
P01301	0
P00453	0
P01300	0
P00454	0
P00451	0
P00452	0
P01341	0
P00493	0
G06970	0
P00010	0
P00494	0
P01340	0
P00491	0
G06972	0
P00492	0
G06971	0
P00490	0
G06978	0
G06977	0
G06979	0
G06974	0
G06973	0
G06976	0
G06975	0
P07091	0
P07090	0
P07092	0
P07095	0
P07094	0
P00008	0
P07097	0
P00009	0
P01339	0
P00006	0
P01338	0
P07099	0
P00007	0
P01337	0
P07098	0
P00004	0
P01336	0
P00488	0
P00005	0
P01335	0
P00489	0
P00002	0
P00486	0
P01334	0
P00003	0
P01333	0
P01332	0
P00484	0
P00001	0
P01331	0
P00485	0
P01330	0
P00483	0
P00480	0
P00481	0
G06969	0
G06968	0
P01329	0
P01327	0
P00479	0
P01326	0
P00477	0
P01325	0
P01324	0
P00478	0
P01323	0
P00475	0
P01322	0
P00476	0
P00473	0
P01321	0
P00474	0
P01320	0
P00828	0
P00829	0
P00826	0
P00827	0
P00824	0
P00825	0
P00823	0
P00820	0
P00821	0
P00819	0
P00817	0
P00818	0
P00816	0
P00813	0
P00814	0
P00811	0
P00812	0
P00810	0
P00848	0
P00849	0
P03090	0
P00846	0
P00847	0
P03091	0
P03092	0
P00845	0
P00842	0
P00843	0
P00840	0
P00841	0
P03099	0
P00839	0
P00837	0
P00838	0
P00835	0
P00836	0
P00833	0
P00834	0
P00831	0
P00832	0
P00830	0
P07029	0
P00868	0
P00869	0
P00866	0
P07031	0
P00867	0
P00864	0
P07033	0
P00865	0
P07032	0
P00862	0
P07035	0
P00863	0
P07034	0
P00860	0
P07037	0
P00861	0
P07036	0
P07039	0
P07038	0
G06901	0
G06900	0
G06903	0
G06902	0
P00859	0
P00857	0
P07040	0
G06905	0
P00858	0
G06904	0
P00855	0
P07042	0
P00856	0
P07041	0
P00853	0
P07044	0
P00854	0
P00851	0
P00852	0
P07045	0
P07048	0
P00850	0
P07047	0
P07049	0
P00890	0
G04711	0
G04712	0
G04714	0
P00408	0
P00409	0
P00406	0
G04715	0
P00407	0
P00888	0
P00404	0
P00889	0
P00405	0
P00402	0
P00886	0
P00887	0
P00403	0
P00884	0
P00400	0
P00885	0
P00401	0
P00882	0
P00883	0
P00880	0
P00881	0
P07019	0
G04700	0
G04701	0
G04702	0
G04703	0
G04708	0
G04709	0
P00879	0
G04704	0
G04705	0
G04706	0
P07020	0
P00877	0
P00878	0
G04707	0
P00875	0
P07022	0
P00876	0
P07021	0
P00873	0
P00874	0
P00871	0
P07026	0
P00872	0
P07025	0
P07028	0
P00870	0
P07027	0
